epoch,lr,time_s,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_mean_dice,train_dice_bg,train_dice_ncr,train_dice_ed,train_dice_et,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_mean_dice,val_dice_bg,val_dice_ncr,val_dice_ed,val_dice_et
11,8.864040551740155e-05,540.5840375423431,0.17024877707462008,0.9944664,0.7392274842962402,0.7407175513343826,0.7390467898025669,0.6526790905538524,0.9981499380245921,0.6700542149533315,0.6710009142579215,0.6169821424503042,0.19767603753082189,0.9936083,0.7018776577279533,0.670941346996152,0.6849985049203835,0.5806625265732004,0.9980064399855919,0.5252303432585756,0.631038295893733,0.5857189405672923
12,8.658394705735986e-05,539.3439066410065,0.16656559057637718,0.9945762,0.7441614828076513,0.7450167937740937,0.7438445743088407,0.6590590982448209,0.998201052980016,0.6766724742400833,0.6771466542966339,0.6233581661977454,0.199368998953482,0.9936563,0.7127565104083816,0.658463106573089,0.6813902636685216,0.5758532704108208,0.9980011930158025,0.5490196078531178,0.6315127201158279,0.5470274832635167
13,8.438508174347008e-05,539.8542585372925,0.16478616518464884,0.9946256,0.7467305924694903,0.7494766463688183,0.747361284554825,0.663747662224261,0.9982021011041363,0.6858107404154081,0.6788294201363095,0.626602826121065,0.2078574478668187,0.9928995,0.6520713147843843,0.7004911938375163,0.6740997624102224,0.5661989478771615,0.9978022060306375,0.5418454935713352,0.6039657888180361,0.5527855612421134
14,8.205248749256013e-05,535.525386095047,0.16206850996501848,0.9947497,0.7516962999995785,0.7538119438785268,0.7520698619945907,0.6700104028549978,0.9982482898937671,0.691626190830051,0.688345604432632,0.6300594133023102,0.19423608253683763,0.9932822,0.6848000826516144,0.6866015943880603,0.6853350436097011,0.5811595698590774,0.9978614648839101,0.5407818696987925,0.6194756446606684,0.583221195217771
15,7.959536998847742e-05,535.9658558368683,0.1600400458578961,0.9948214,0.7574230510022697,0.7592073907648433,0.757500069902679,0.6772445838670257,0.9982664775624811,0.7019304858555586,0.6897846632490648,0.6400186024964535,0.19488609132075624,0.9937049,0.7075140143129459,0.6787072186781887,0.6888730910118103,0.5858243999649778,0.9980192146393864,0.50944595592287,0.6421416437258937,0.60588560024617
16,7.702342635146032e-05,537.21204662323,0.15748434459424246,0.9948682,0.7599877846964356,0.762770452569638,0.7608009284927377,0.6816436901674298,0.9982726434853435,0.7062470096376974,0.6927596350268309,0.6459244258377612,0.19632143686974585,0.9934837,0.6802475459518204,0.6950472271630534,0.6866343248966541,0.5828415550619678,0.9980126344220337,0.538073668927056,0.6216345897560405,0.588816406502807
17,7.434680686803489e-05,539.5729591846466,0.15574118928877967,0.9949759,0.7640531586307171,0.7666708624273244,0.7647048191013447,0.6868366269352317,0.9983093451497861,0.7103566204555026,0.7012894662012793,0.6488637941489133,0.19562102072500043,0.9936344,0.7036743586621155,0.6688644122389077,0.6833447541091495,0.578459781459999,0.9979997225375921,0.5094933546639979,0.6329184524185923,0.5929675372974069
18,7.157607493247108e-05,538.9126379489899,0.15409571155818144,0.9950122,0.7670541717191577,0.7704032544081807,0.7681543155959386,0.6914330909484122,0.9983179895546708,0.7177739448532289,0.7027056761856275,0.6538196518063801,0.19424068553838006,0.9937401,0.714168633553937,0.6851104428336543,0.6907547381612101,0.5883281495331,0.998034554539822,0.506451700178363,0.6485012844114365,0.6100314640095003
19,6.872216535789155e-05,536.145174741745,0.15261541778214646,0.9950719,0.7698960444205363,0.774543618978643,0.7717840500398442,0.6962694399460857,0.9983278298691505,0.7262175740853847,0.7050293656722044,0.6575613800806679,0.19124590309151565,0.9936452,0.6975271493956944,0.687097920943981,0.691147790125215,0.5888585367966468,0.9980155501333773,0.5369762000534855,0.6391228070201818,0.590476603316273
20,6.579634122155988e-05,537.6456263065338,0.15062027292506097,0.9951272,0.7714218823587038,0.7758469419664508,0.7731507466418144,0.6980848066348929,0.998348566678415,0.7264272691946161,0.7099171462928505,0.6579100044172121,0.19183305767495848,0.9936212,0.6985359398793726,0.7011595850892658,0.6976137984449244,0.5974900152853705,0.9979850974697341,0.5422953164213492,0.639847462771094,0.6103272666636682
21,6.28101494146603e-05,539.4788680076599,0.14866650500875184,0.995161,0.7735963044275431,0.7794065764256597,0.7760137567857617,0.701901707283895,0.9983499557763884,0.7323781053554813,0.7126646914225504,0.6606623250736534,0.18970095160230296,0.9936019,0.7053687359987684,0.6987479586707022,0.6997526779462158,0.6003577611188576,0.9979374284503764,0.5378122726282364,0.6478898737639144,0.6153711369644222
22,5.9775375071993364e-05,537.1178097724915,0.1474480226150706,0.995199,0.776350256750062,0.7801533103345732,0.7778467431541727,0.7043394880170898,0.9983684581105134,0.7324753786366698,0.713754001926335,0.6667890834882643,0.19444153841067713,0.9939534,0.7306460236044183,0.6705583475342549,0.6978980309937193,0.5978435985526941,0.9980613787876002,0.5531086506983062,0.6435404010543633,0.5968817439054125
23,5.670399506143306e-05,538.0856075286865,0.14577711430997276,0.9952928,0.7798668949765614,0.7858827420258709,0.7823218820992615,0.7102983876271254,0.998392365530845,0.7420096526349605,0.7186815792615999,0.6702039309848158,0.19177435001264034,0.9938556,0.7123422368810475,0.6778022891479455,0.6928482775540629,0.591107569928304,0.9980704004545945,0.5214837483767742,0.6449105756325471,0.6069283857755909
24,5.3608130716701005e-05,537.4149446487427,0.14400190382725558,0.9953385,0.7821154157742471,0.7881656692416725,0.7846613275073351,0.713413316610125,0.9984054106845978,0.7438571754464541,0.72164752475468,0.6747352496292409,0.19446378585307617,0.9937127,0.7042543158281649,0.6867917191656123,0.6940694463583604,0.5927501298271866,0.998027395974569,0.5344402708439735,0.643491039015995,0.6003190796215914
25,5.049999999999999e-05,542.0588896274567,0.14293896445293441,0.9953607,0.7822364878113067,0.7899236465719865,0.785541946024626,0.7145845845788776,0.9984140303767728,0.7465169559795555,0.7217294547788767,0.6755073429782007,0.1899670361738659,0.9938352,0.7197224133325659,0.6856456063464776,0.6998362107759919,0.6004360152938436,0.998036746776541,0.539065586735997,0.6529510769626884,0.6092913821828453
26,4.7391869283298976e-05,593.2376499176025,0.14168815108045202,0.9954012,0.7860759478144862,0.7912797841263322,0.788218845556384,0.7181507542979751,0.9984230688735817,0.7492770387559019,0.7264002791855586,0.6787749449524649,0.1875305429946694,0.9938893,0.7157358873218801,0.6843824793148314,0.6984339631310966,0.5985555461404898,0.9980692645893237,0.5401589550378141,0.6521567538358779,0.6033509295477771
27,4.429600493856693e-05,594.2754163742065,0.14019402015792887,0.9954303,0.7866750168521744,0.7932224702656785,0.7894437142605213,0.7197788876304223,0.9984381941654162,0.7501850176846028,0.7285648929646424,0.6805867522420218,0.19065268429635726,0.9939733,0.7395588795456699,0.6710506033762317,0.6937681660122957,0.5923321772967657,0.9980761826416207,0.5008676182619405,0.6577543553158255,0.6183745583125312
28,4.122462492800662e-05,553.8867700099945,0.13880009042127442,0.9954812,0.7866773012470466,0.7937932272880793,0.7897720048178236,0.7202084396706515,0.9984627507470395,0.7497780072328388,0.7307356003900515,0.6801117113890643,0.19326976636917406,0.9936535,0.6968692121376522,0.6964580398995162,0.6956224393979586,0.594823340440699,0.9980197362911745,0.5421494389302494,0.631308299452648,0.6110122829391992
29,3.8189850585339674e-05,547.5234727859497,0.13740841805951304,0.9955056,0.7909821356191473,0.7980201127874367,0.7941237993554049,0.7260143585764642,0.9984520712318198,0.75886887358131,0.7319529583450413,0.6872212438030415,0.18875032687807844,0.9938607,0.708958812909705,0.7040179044579038,0.7058376366571386,0.608430883940066,0.9980578443609627,0.5683657049709139,0.6457546075648144,0.6111723392844696
30,3.5203658778440106e-05,546.7139718532562,0.1363843832853153,0.9955415,0.7905069023610748,0.7978899140059088,0.7938221902894421,0.7256053670274144,0.9984726600898813,0.7577690714086323,0.7335467522481786,0.6855002774254323,0.19055210158235864,0.9940014,0.7253406128685236,0.689553111004155,0.7055378109044618,0.6080235692146126,0.9980804855395904,0.5535240413985751,0.6489547626396165,0.6215919036056461
31,3.227783464210844e-05,554.7495453357697,0.13514374095869033,0.9955931,0.7930789984891213,0.8013311104591807,0.7967726525545101,0.7295353423544416,0.9984845831688742,0.7623141311773788,0.7370274042142141,0.689264491671732,0.1895128682755479,0.9938969,0.7190427986852969,0.7027625464275091,0.7074150811424816,0.6105410945360505,0.9980369905106374,0.5502102984109353,0.6588385230608601,0.6225744621363561
32,2.942392506752889e-05,556.0862483978271,0.13356539369065115,0.99564,0.7966970535224092,0.8048106113826043,0.8004006368406713,0.7343682124773601,0.9984979099443579,0.7652714582824057,0.7385337523390864,0.6992994268105882,0.19175316784775503,0.9938967,0.7184040425178402,0.6922909492671843,0.7036569425900217,0.6055253396629939,0.998051801863304,0.5537657605936582,0.6577991018223645,0.605011156572959
33,2.6653193131965075e-05,600.1971502304077,0.13303267823693593,0.9956724,0.79768961352059,0.805990253193825,0.8014770987276912,0.7358006284401059,0.9985065096041584,0.7688963822184303,0.7411654929878924,0.697340010113995,0.1904471764309545,0.9939601,0.7236825870235947,0.6855799825992216,0.7011693530260206,0.6021986055451962,0.9980815954912844,0.532314597686857,0.6536915405424826,0.6205896784062493
34,2.3976573648539646e-05,692.9774000644684,0.1315245914501043,0.995688,0.7982240860468435,0.8066765008190125,0.8020440091339518,0.7365552408041011,0.9985102636615951,0.7710013851590687,0.7420574585479971,0.6966068787052374,0.19139994022315876,0.9940032,0.7232175105260459,0.6796841820774769,0.6999882851910835,0.6006166053625358,0.9981032742454549,0.5508552990687595,0.6499981087139236,0.6009964083049242
35,2.1404630011522576e-05,560.446540594101,0.13049039611767674,0.9956853,0.7977790901042803,0.8074414386011995,0.8022200797023825,0.7367895469069681,0.9985116276248223,0.771207493386862,0.7430715063483594,0.6960896409856828,0.18890022220680627,0.9939214,0.7177385031618099,0.702980649983124,0.7087068057581015,0.6122552282119217,0.9980615384179703,0.5578381491898378,0.6555242557468949,0.6234032796990326
36,1.8947512507439848e-05,548.1129789352417,0.1297281759758653,0.9957606,0.802973423540011,0.8113801354322085,0.8067480183541297,0.7428216572555991,0.9985271016630467,0.7760636770242468,0.7477491782734351,0.7046521164691153,0.1862090484677739,0.9940421,0.730041625503403,0.6879517406070683,0.7057744065957545,0.6083294493320661,0.9981092784093105,0.5452222278011419,0.6582072176974809,0.6215589024975757
37,1.66149182565299e-05,570.4372999668121,0.12884327906210732,0.9957779,0.8023604772180312,0.811717778549455,0.8066927198459528,0.7427462313364955,0.9985321349121586,0.7768976897735789,0.7473760434176497,0.7039649608182581,0.18940293127723304,0.9940409,0.7310602635600718,0.6858878305290571,0.705183671647831,0.6075492369722338,0.9980870261547609,0.5484986716239285,0.6564268272015549,0.6177222120912182
38,1.4416052942640132e-05,625.9357085227966,0.12780267118691366,0.9957699,0.8018297814256966,0.8118903559632829,0.8064450990339159,0.7424143284893323,0.9985374106810474,0.7764351682375924,0.7479522509385679,0.7028555662918367,0.18664147998913982,0.9940359,0.7280941810226826,0.6885953788187654,0.705676923510824,0.6082042869427697,0.9980948332374903,0.5515208560499475,0.6600727802062585,0.6130192245721032
39,1.235959448259843e-05,882.4165852069855,0.12723865955207153,0.9957962,0.8044194627106098,0.813787844862668,0.8087410386511699,0.7454737564744399,0.9985428347142634,0.7799327853630009,0.749489670293255,0.7069988137670636,0.18756102644934494,0.9939873,0.7204819426361999,0.7030324788235011,0.7097922282462291,0.6136924895326721,0.9980914444080596,0.5608671617862171,0.6549790344832682,0.6252312723285308
40,1.04536587784401e-05,1212.701868057251,0.12706422144338406,0.9958498,0.8059940294983076,0.8165310255947379,0.8109279708707895,0.748383361388834,0.9985617488486914,0.7818281069977997,0.7529305034994713,0.7103914736692312,0.18550963546752258,0.9939975,0.7214200515610147,0.7002210638013762,0.7089084427035237,0.6125119168304425,0.9980979698733478,0.5603729378623614,0.6588804100916082,0.6182824025373577
41,8.70576768765026e-06,870.7133603096008,0.12610033634469053,0.9958157,0.8059290753916455,0.8150143570851834,0.8101152698690982,0.7473050163093612,0.9985460810413215,0.7831010802822557,0.7496473401095863,0.7091666285362417,0.18718804244657955,0.9940337,0.7312756559702667,0.6903455788002977,0.7066573278367355,0.6095119488339508,0.9980934144021539,0.5399683721996641,0.6605820411966227,0.6279854331055656
42,7.122819337828748e-06,702.6164338588715,0.12537914892017957,0.9958429,0.8067991862026361,0.8159444398691754,0.8110237089921517,0.7485132379899243,0.9985551724925874,0.7844374771003616,0.7527432449594639,0.7083589919099473,0.18845588215198683,0.9940318,0.7275611571423534,0.6915795831196173,0.7056603788463554,0.6081777873373996,0.998108153395712,0.5391844739439374,0.6601221482466718,0.6252267398215895
43,5.711060902932039e-06,620.3955335617065,0.12510389003970873,0.99588,0.8074818097518774,0.8182971840746855,0.8125574392969507,0.7505550480378945,0.9985646130870445,0.7863061755320409,0.7541176751573901,0.7112412934242529,0.18712232563483894,0.9940584,0.7281127949777171,0.6945056016452976,0.7082743014214864,0.6116621296749948,0.998110867150507,0.546123260448655,0.6622108490966659,0.6266522794796634
44,4.476063948531556e-06,638.0494751930237,0.12441960641378802,0.9958764,0.8077700299836691,0.8176556815806596,0.8123762168417056,0.7503130658979676,0.9985657201659988,0.7842818538353764,0.7539598061819528,0.7126975376765735,0.1880215938599679,0.9941108,0.7338171974914435,0.691470299626664,0.7099956113731162,0.6139573977479043,0.9981102522707054,0.5575476583995278,0.659781287973359,0.6245432468708259
45,3.4227024433898985e-06,623.2527985572815,0.12407255734066565,0.9959041,0.8098576694776938,0.8196118850530216,0.8144004096574372,0.7530119914936547,0.998565664161592,0.7884666435280376,0.7543369398221887,0.7162323911307377,0.188322826774396,0.9940332,0.7263979214665863,0.6960301360211729,0.7086256703085381,0.6121370115615731,0.9980915961060148,0.5536299765918001,0.6594437210143864,0.6233373370785324
46,2.555133524132766e-06,645.8420214653015,0.12386731073657582,0.9958765,0.8075347083115694,0.8173325565429966,0.8120905733529533,0.749931460875505,0.9985679612779319,0.7847478974569384,0.7532764982841863,0.7117699868853901,0.18782000093568837,0.9940378,0.7274147018495056,0.6964574389770017,0.7097327286156678,0.6136099435651361,0.9981010837889573,0.5563136605205831,0.6613740857248387,0.6231420844499868
47,1.8767810889299075e-06,586.509569644928,0.12387348063217074,0.9958921,0.8091525513319417,0.8189965390143686,0.813688801346684,0.7520614254832481,0.9985709289497704,0.7872576512642029,0.7555153333829057,0.7134112918026354,0.18708308556555694,0.9940596,0.7290399140160377,0.6943648882019449,0.708823604339575,0.6123969186324462,0.9981036110166721,0.5525431324332775,0.6621334589897268,0.6225141644743344
48,1.3903222849333503e-06,576.8439300060272,0.1236950880445379,0.9959252,0.8096318249942999,0.8197274063283971,0.814308643002773,0.7528842829903551,0.9985817230528139,0.7849028948376511,0.7568197045611714,0.7169302495722432,0.1875505953674217,0.9940661,0.7293658738778924,0.6933972892955317,0.7088883401525288,0.612480881010264,0.9981107680658626,0.5540583658652024,0.6597900301030776,0.6235942470625119
49,1.0976769428005576e-06,570.7128920555115,0.12344651046723706,0.995929,0.8101174951130687,0.8207388095772385,0.8150602602724879,0.7538869984567826,0.9985799952521593,0.7882463448544424,0.756736544812787,0.7166781057031187,0.18700577391182224,0.9940835,0.7302520917550542,0.6930566304883501,0.708804877886159,0.6123685843688068,0.9981138089248904,0.5516133020261685,0.6622341203687773,0.6232583307114745
50,1e-06,568.3047983646393,0.12344014974196023,0.9959104,0.8105451607650718,0.8183635058515595,0.8141422983646343,0.7526654510744226,0.9985728402480889,0.788422505484525,0.754639635689867,0.7149342120488759,0.18707961498586703,0.9940497,0.72839664665625,0.6940823980678669,0.7086608944362007,0.6121799396647462,0.9981037083060045,0.5516918912378075,0.6610573245648311,0.6237906031916001
